year,month,day,weekday,ws_1,prcp_1,snwd_1,temp_2,temp_1,average,actual,friend
2014,8,6,Wed,6.04,0,0,91,77,77.2,79,90
2014,8,7,Thurs,4.92,0,0,77,79,77.2,78,72
2014,8,8,Fri,5.37,0,0,79,78,77.1,78,59
2014,8,9,Sat,6.49,0,0,78,78,77.1,81,73
2014,8,10,Sun,9.17,0,0,78,81,77,87,85
2014,8,11,Mon,7.61,0,0,81,87,76.9,96,68
2014,8,12,Tues,5.82,0.02,0,87,96,76.9,81,86
2014,8,13,Wed,6.93,0.5,0,96,81,76.8,74,80
2014,8,14,Thurs,6.04,0.85,0,81,74,76.7,70,88
2014,8,15,Fri,1.34,0,0,74,70,76.6,76,89
2014,8,16,Sat,3.36,0.04,0,70,76,76.5,78,71
2014,8,17,Sun,4.92,0,0,76,78,76.4,82,89
2014,8,18,Mon,6.26,0,0,78,82,76.3,85,56
2014,8,19,Tues,7.38,0,0,82,85,76.2,81,86
2014,8,20,Wed,5.37,0,0,85,81,76.1,71,84
2014,8,21,Thurs,8.05,0,0,81,71,75.9,70,73
2014,8,22,Fri,3.8,0,0,71,70,75.8,75,71
2014,8,23,Sat,6.49,0,0,70,75,75.7,82,61
2014,8,24,Sun,4.47,0,0,75,82,75.5,77,64
2014,8,25,Mon,5.14,0,0,82,77,75.4,84,83
2014,8,26,Tues,4.47,0,0,77,84,75.3,88,71
2014,8,27,Wed,4.03,0,0,84,88,75.1,84,57
2014,8,28,Thurs,3.58,0,0,88,84,75,74,63
2014,8,29,Fri,5.14,0,0,84,74,74.8,73,78
2014,8,30,Sat,7.61,0,0,74,73,74.6,64,79
2014,8,31,Sun,4.92,0.33,0,73,64,74.4,70,83
2014,9,1,Mon,4.25,0.05,0,64,70,74.3,74,94
2014,9,2,Tues,5.59,0,0,70,74,74.1,68,75
2014,9,3,Wed,9.62,0.12,0,74,68,73.9,69,82
2014,9,4,Thurs,6.04,0,0,68,69,73.7,75,72
2014,9,5,Fri,6.93,0,0,69,75,73.5,82,92
2014,9,6,Sat,14.54,0,0,75,82,73.3,90,90
2014,9,7,Sun,6.49,0,0,82,90,73,83,88
2014,9,8,Mon,4.7,0,0,90,83,72.8,70,71
2014,9,9,Tues,6.26,0,0,83,70,72.6,71,65
2014,9,10,Wed,5.14,0,0,70,71,72.3,72,71
2014,9,11,Thurs,8.72,0,0,71,72,72.1,76,72
2014,9,12,Fri,11.86,0,0,72,76,71.8,76,59
2014,9,13,Sat,13.2,0,0,76,76,71.5,83,91
2014,9,14,Sun,9.4,0,0,76,83,71.2,86,59
2014,9,15,Mon,4.03,0,0,83,86,71,87,80
2014,9,16,Tues,2.68,0,0,86,87,70.7,72,58
2014,9,17,Wed,6.26,0,0,87,72,70.3,73,86
2014,9,18,Thurs,5.14,0.02,0,72,73,70,67,57
2014,9,19,Fri,6.93,0.01,0,73,67,69.7,75,54
2014,9,20,Sat,6.26,0,0,67,75,69.4,76,84
2014,9,21,Sun,9.84,0,0,75,76,69,79,86
2014,9,22,Mon,6.71,0,0,76,79,68.7,72,76
2014,9,23,Tues,4.7,0.01,0,79,72,68.3,66,71
2014,9,24,Wed,5.59,0.72,0,72,66,68,66,54
2014,9,25,Thurs,6.04,0.8,0,66,66,67.6,71,80
2014,9,26,Fri,5.59,0.17,0,66,71,67.2,68,84
2014,9,27,Sat,7.38,0.35,0,71,68,66.8,69,53
2014,9,28,Sun,7.16,0,0,68,69,66.5,66,52
2014,9,29,Mon,4.47,0,0,69,66,66.1,62,77
2014,9,30,Tues,7.83,0.03,0,66,62,65.7,67,74
2014,10,1,Wed,5.82,0,0,62,67,65.3,65,61
2014,10,2,Thurs,4.7,0,0,67,65,64.9,67,84
2014,10,3,Fri,4.47,0,0,65,67,64.5,72,73
2014,10,4,Sat,2.24,0,0,67,72,64.1,71,63
2014,10,5,Sun,2.68,0,0,72,71,63.7,75,81
2014,10,6,Mon,3.13,0,0,71,75,63.3,78,75
2014,10,7,Tues,5.59,0,0,75,78,62.9,66,61
2014,10,8,Wed,2.24,0,0,78,66,62.5,69,80
2014,10,9,Thurs,4.03,0,0,66,69,62.1,63,75
2014,10,10,Fri,2.24,0,0,69,63,61.8,65,58
2014,10,11,Sat,8.5,0.01,0,63,65,61.4,65,68
2014,10,12,Sun,7.83,0.29,0,65,65,61,64,61
2014,10,13,Mon,4.7,0,0,65,64,60.6,70,77
2014,10,14,Tues,6.93,0.3,0,64,70,60.2,62,74
2014,10,15,Wed,4.92,0.28,0,70,62,59.9,61,58
2014,10,16,Thurs,10.51,0.34,0,62,61,59.5,69,67
2014,10,17,Fri,7.38,0,0,61,69,59.1,62,40
2014,10,18,Sat,6.71,0.13,0,69,62,58.8,67,75
2014,10,19,Sun,4.25,0.59,0,62,67,58.4,72,52
2014,10,20,Mon,7.16,0,0,67,72,58.1,61,62
2014,10,21,Tues,6.93,0.46,0,72,61,57.8,61,54
2014,10,22,Wed,10.51,0.04,0,61,61,57.4,60,43
2014,10,23,Thurs,11.18,1.26,0,61,60,57.1,58,75
2014,10,24,Fri,10.29,0.37,0,60,58,56.8,58,46
2014,10,25,Sat,7.16,0.16,0,58,58,56.5,62,51
2014,10,26,Sun,12.08,0.24,0,58,62,56.2,55,52
2014,10,27,Mon,11.18,0.06,0,62,55,55.9,60,44
2014,10,28,Tues,5.37,0.03,0,55,60,55.6,59,49
2014,10,29,Wed,8.72,0.5,0,60,59,55.3,62,52
2014,10,30,Thurs,6.93,0.02,0,59,62,55,60,62
2014,10,31,Fri,7.16,1,0,62,60,54.8,55,69
2014,11,1,Sat,4.47,0.67,0,60,55,54.5,52,64
2014,11,2,Sun,2.68,0,0,55,52,54.2,56,69
2014,11,3,Mon,6.49,0.07,0,52,56,53.9,57,44
2014,11,4,Tues,10.74,0.43,0,56,57,53.7,58,34
2014,11,5,Wed,7.38,0.16,0,57,58,53.4,59,34
2014,11,6,Thurs,4.7,0.19,0,58,59,53.2,62,70
2014,11,7,Fri,14.99,0.16,0,59,62,52.9,58,39
2014,11,8,Sat,5.14,0,0,62,58,52.7,55,67
2014,11,9,Sun,1.79,0,0,58,55,52.4,56,35
2014,11,10,Mon,6.71,0.2,0,55,56,52.2,52,39
2014,11,11,Tues,8.72,0,0,56,52,51.9,46,32
2014,11,12,Wed,17.22,0,0,52,46,51.7,44,35
2014,11,13,Thurs,17,0,0,46,44,51.4,45,45
2014,11,14,Fri,10.51,0,0,44,45,51.2,45,63
2014,11,15,Sat,10.07,0,0,45,45,51,47,63
2014,11,16,Sun,9.4,0,0,45,47,50.7,49,53
2014,11,17,Mon,9.4,0,0,47,49,50.5,51,50
2014,11,18,Tues,4.25,0,0,49,51,50.3,45,33
2014,11,19,Wed,2.01,0,0,51,45,50,52,47
2014,11,20,Thurs,4.25,0,0,45,52,49.8,52,61
2014,11,21,Fri,4.7,0.14,0,52,52,49.5,52,67
2014,11,22,Sat,10.51,0.6,0,52,52,49.3,49,38
2014,11,23,Sun,10.51,0.02,0,52,49,49.1,55,58
2014,11,24,Mon,11.41,0.47,0,49,55,48.9,53,68
2014,11,25,Tues,8.5,0.05,0,55,53,48.6,57,54
2014,11,26,Wed,10.07,0.72,0,53,57,48.4,59,58
2014,11,27,Thurs,8.72,0.01,0,57,59,48.2,58,51
2014,11,28,Fri,14.76,0.13,0,59,58,48,55,38
2014,11,29,Sat,12.97,1.35,0,58,55,47.8,40,32
2014,11,30,Sun,11.86,0.14,0,55,40,47.6,37,44
2014,12,1,Mon,9.84,0,0,40,37,47.4,40,43
2014,12,2,Tues,4.92,0,0,37,40,47.2,42,37
2014,12,3,Wed,12.75,0,0,40,42,47,50,30
2014,12,4,Thurs,8.05,0,0,42,50,46.8,47,56
2014,12,5,Fri,2.46,0.03,0,50,47,46.6,55,48
2014,12,6,Sat,6.93,0.12,0,47,55,46.4,53,27
2014,12,7,Sun,8.05,0.29,0,55,53,46.3,58,35
2014,12,8,Mon,6.26,0,0,53,58,46.1,58,60
2014,12,9,Tues,9.4,0.36,0,58,58,46,61,56
2014,12,10,Wed,11.41,0.39,0,58,61,45.9,66,61
2014,12,11,Thurs,14.99,0.51,0,61,66,45.7,58,65
2014,12,12,Fri,14.32,0.27,0,66,58,45.6,52,32
2014,12,13,Sat,8.28,0,0,58,52,45.5,50,33
2014,12,14,Sun,2.46,0,0,52,50,45.4,55,49
2014,12,15,Mon,7.83,0,0,50,55,45.3,54,50
2014,12,16,Tues,13.2,0,0,55,54,45.3,50,30
2014,12,17,Wed,8.95,0,0,54,50,45.2,48,31
2014,12,18,Thurs,3.58,0.11,0,50,48,45.2,49,58
2014,12,19,Fri,6.93,0.51,0,48,49,45.1,52,60
2014,12,20,Sat,9.62,0.12,0,49,52,45.1,55,32
2014,12,21,Sun,12.3,0.77,0,52,55,45.1,55,31
2014,12,22,Mon,11.63,0,0,55,55,45.1,51,61
2014,12,23,Tues,3.36,0,0,55,51,45.1,54,32
2014,12,24,Wed,8.5,0.81,0,51,54,45.1,45,38
2014,12,25,Thurs,4.03,0.21,0,54,45,45.1,46,41
2014,12,26,Fri,4.92,0,0,45,46,45.2,42,54
2014,12,27,Sat,2.68,0,0,46,42,45.2,49,59
2014,12,28,Sun,10.96,0.13,0,42,49,45.3,44,41
2014,12,29,Mon,4.03,0.16,0,49,44,45.3,43,49
2014,12,30,Tues,9.62,0,0,44,43,45.4,38,28
2014,12,31,Wed,8.05,0,0,43,38,45.5,38,59
2015,1,1,Thurs,6.71,0,0,38,38,45.6,42,49
2015,1,2,Fri,2.68,0,0,38,42,45.7,42,33
2015,1,3,Sat,5.14,0.06,0,42,42,45.8,41,57
2015,1,4,Sun,3.8,0,0,42,41,45.9,51,54
2015,1,5,Mon,10.07,0.4,0,41,51,46,54,44
2015,1,6,Tues,14.32,0.32,0,51,54,46.1,54,55
2015,1,7,Wed,2.91,0,0,54,54,46.2,46,40
2015,1,8,Thurs,3.58,0,0,54,46,46.3,46,31
2015,1,9,Fri,5.82,0,0,46,46,46.4,50,62
2015,1,10,Sat,1.34,0.01,0,46,50,46.5,46,62
2015,1,11,Sun,1.12,0.23,0,50,46,46.7,49,54
2015,1,12,Mon,2.46,0.06,0,46,49,46.8,52,43
2015,1,13,Tues,3.58,0,0,49,52,46.9,49,66
2015,1,14,Wed,6.04,0,0,52,49,47,43,31
2015,1,15,Thurs,6.26,0,0,49,43,47.1,46,36
2015,1,16,Fri,7.16,0.38,0,43,46,47.3,53,35
2015,1,17,Sat,10.07,0,0,46,53,47.4,56,54
2015,1,18,Sun,6.26,1.03,0,53,56,47.5,57,31
2015,1,19,Mon,14.76,0.84,0,56,57,47.6,50,39
2015,1,20,Tues,6.26,0.02,0,57,50,47.7,50,51
2015,1,21,Wed,6.71,0,0,50,50,47.8,45,66
2015,1,22,Thurs,2.91,0,0,50,45,47.9,49,59
2015,1,23,Fri,2.91,0.03,0,45,49,48,54,54
2015,1,24,Sat,5.82,0.23,0,49,54,48.1,58,66
2015,1,25,Sun,7.38,0.02,0,54,58,48.2,63,66
2015,1,26,Mon,3.13,0,0,58,63,48.3,61,48
2015,1,27,Tues,4.92,0,0,63,61,48.4,52,48
2015,1,28,Wed,4.47,0.03,0,61,52,48.4,54,49
2015,1,29,Thurs,4.03,0,0,52,54,48.5,54,63
2015,1,30,Fri,6.49,0,0,54,54,48.6,47,51
2015,1,31,Sat,1.79,0,0,54,47,48.7,45,66
2015,2,1,Sun,4.25,0,0,47,45,48.8,49,35
2015,2,2,Mon,5.82,0.06,0,45,49,48.8,52,37
2015,2,3,Tues,8.95,0.29,0,49,52,48.9,50,67
2015,2,4,Wed,4.25,0.05,0,52,50,49,51,67
2015,2,5,Thurs,3.8,0.33,0,50,51,49.1,56,50
2015,2,6,Fri,10.29,1.03,0,51,56,49.1,58,56
2015,2,7,Sat,10.07,0.68,0,56,58,49.2,54,35
2015,2,8,Sun,10.29,0.93,0,58,54,49.3,59,46
2015,2,9,Mon,8.72,0.14,0,54,59,49.4,56,34
2015,2,10,Tues,5.59,0.24,0,59,56,49.4,55,47
2015,2,11,Wed,8.95,0.01,0,56,55,49.5,55,61
2015,2,12,Thurs,2.24,0,0,55,55,49.6,62,48
2015,2,13,Fri,4.7,0.04,0,55,62,49.7,60,59
2015,2,14,Sat,3.8,0,0,62,60,49.8,58,49
2015,2,15,Sun,6.49,0.01,0,60,58,49.9,54,32
2015,2,16,Mon,10.74,0,0,58,54,49.9,59,63
2015,2,17,Tues,14.76,0,0,54,59,50,61,30
2015,2,18,Wed,8.95,0,0,59,61,50.1,54,56
2015,2,19,Thurs,5.82,0,0,61,54,50.2,51,60
2015,2,20,Fri,4.92,0.18,0,54,51,50.4,52,69
2015,2,21,Sat,2.01,0.03,0,51,52,50.5,54,63
2015,2,22,Sun,10.07,0,0,52,54,50.6,53,62
2015,2,23,Mon,9.4,0,0,54,53,50.7,55,42
2015,2,24,Tues,3.13,0,0,53,55,50.8,52,37
2015,2,25,Wed,3.36,0,0,55,52,50.9,50,61
2015,2,26,Thurs,2.24,0.16,0,52,50,51.1,53,69
2015,2,27,Fri,3.13,0.37,0,50,53,51.2,50,57
2015,2,28,Sat,8.95,0.72,0,53,50,51.3,54,49
2015,3,1,Sun,11.41,0,0,50,54,51.5,52,63
2015,3,2,Mon,4.92,0,0,54,52,51.6,52,33
2015,3,3,Tues,10.74,0,0,52,52,51.8,51,65
2015,3,4,Wed,4.7,0,0,52,51,51.9,55,64
2015,3,5,Thurs,4.03,0,0,51,55,52.1,56,38
2015,3,6,Fri,2.91,0,0,55,56,52.2,59,60
2015,3,7,Sat,3.13,0,0,56,59,52.4,62,54
2015,3,8,Sun,6.04,0,0,59,62,52.5,63,63
2015,3,9,Mon,3.8,0,0,62,63,52.7,58,59
2015,3,10,Tues,4.03,0,0,63,58,52.8,56,35
2015,3,11,Wed,5.82,0.03,0,58,56,53,58,45
2015,3,12,Thurs,6.93,0.1,0,56,58,53.1,64,43
2015,3,13,Fri,7.16,0,0,58,64,53.3,63,39
2015,3,14,Sat,4.92,0.08,0,64,63,53.4,57,44
2015,3,15,Sun,8.5,0.67,0,63,57,53.6,51,47
2015,3,16,Mon,9.4,2.2,0,57,51,53.7,57,70
2015,3,17,Tues,6.71,0.04,0,51,57,53.9,56,57
2015,3,18,Wed,5.82,0.03,0,57,56,54,60,50
2015,3,19,Thurs,5.59,0,0,56,60,54.2,60,71
2015,3,20,Fri,4.25,0,0,60,60,54.3,57,53
2015,3,21,Sat,4.25,0.16,0,60,57,54.5,56,68
2015,3,22,Sun,10.51,0.15,0,57,56,54.6,53,44
2015,3,23,Mon,5.14,0.04,0,56,53,54.7,52,41
2015,3,24,Tues,6.26,0.32,0,53,52,54.9,55,45
2015,3,25,Wed,8.72,0.3,0,52,55,55,58,39
2015,3,26,Thurs,9.84,0.2,0,55,58,55.2,69,67
2015,3,27,Fri,4.92,0,0,58,69,55.3,65,46
2015,3,28,Sat,8.95,0.04,0,69,65,55.5,60,69
2015,3,29,Sun,12.75,0,0,65,60,55.6,60,56
2015,3,30,Mon,6.71,0,0,60,60,55.7,64,57
2015,3,31,Tues,6.49,0.07,0,60,64,55.9,55,71
2015,4,1,Wed,9.4,0.04,0,64,55,56,55,53
2015,4,2,Thurs,7.16,0.2,0,55,55,56.2,56,40
2015,4,3,Fri,5.37,0,0,55,56,56.3,52,49
2015,4,4,Sat,8.05,0.06,0,56,52,56.5,55,40
2015,4,5,Sun,3.8,0,0,52,55,56.6,62,49
2015,4,6,Mon,5.37,0,0,55,62,56.8,57,40
2015,4,7,Tues,7.83,0.04,0,62,57,56.9,58,51
2015,4,8,Wed,8.72,0.02,0,57,58,57.1,63,62
2015,4,9,Thurs,3.8,0,0,58,63,57.2,63,47
2015,4,10,Fri,5.14,0,0,63,63,57.4,57,75
2015,4,11,Sat,10.29,0.43,0,63,57,57.6,53,50
2015,4,12,Sun,14.54,0,0,57,53,57.7,56,50
2015,4,13,Mon,8.05,0,0,53,56,57.9,53,78
2015,4,14,Tues,8.05,0.55,0,56,53,58.1,53,75
2015,4,15,Wed,7.38,0.13,0,53,53,58.3,57,74
2015,4,16,Thurs,5.37,0,0,53,57,58.5,64,76
2015,4,17,Fri,6.93,0,0,57,64,58.6,66,75
2015,4,18,Sat,8.05,0,0,64,66,58.8,66,61
2015,4,19,Sun,8.72,0,0,66,66,59,70,41
2015,4,20,Mon,8.05,0,0,66,70,59.2,73,63
2015,4,21,Tues,5.82,0,0,70,73,59.4,63,77
2015,4,22,Wed,7.61,0.22,0,73,63,59.7,60,64
2015,4,23,Thurs,5.14,0,0,63,60,59.9,54,59
2015,4,24,Fri,9.17,0.12,0,60,54,60.1,54,70
2015,4,25,Sat,11.18,0.13,0,54,54,60.3,56,50
2015,4,26,Sun,6.71,0.05,0,54,56,60.5,60,65
2015,4,27,Mon,6.04,0,0,56,60,60.7,77,74
2015,4,28,Tues,5.14,0.01,0,60,77,61,60,73
2015,4,29,Wed,9.62,0.07,0,77,60,61.2,61,77
2015,4,30,Thurs,10.51,0,0,60,61,61.4,63,74
2015,5,1,Fri,4.7,0,0,61,63,61.6,65,70
2015,5,2,Sat,8.28,0,0,63,65,61.9,65,55
2015,5,3,Sun,8.28,0,0,65,65,62.1,69,64
2015,5,4,Mon,5.82,0,0,65,69,62.3,63,53
2015,5,5,Tues,11.63,0,0,69,63,62.5,58,63
2015,5,6,Wed,11.41,0.24,0,63,58,62.8,62,63
2015,5,7,Thurs,5.82,0,0,58,62,63,69,50
2015,5,8,Fri,6.71,0,0,62,69,63.2,75,52
2015,5,9,Sat,6.71,0,0,69,75,63.4,80,53
2015,5,10,Sun,5.82,0,0,75,80,63.6,67,66
2015,5,11,Mon,6.26,0,0,80,67,63.8,57,71
2015,5,12,Tues,5.59,0,0,67,57,64.1,60,78
2015,5,13,Wed,7.38,0.17,0,57,60,64.3,54,48
2015,5,14,Thurs,6.26,0.16,0,60,54,64.5,64,75
2015,5,15,Fri,4.47,0.01,0,54,64,64.7,68,74
2015,5,16,Sat,6.26,0,0,64,68,64.8,60,59
2015,5,17,Sun,6.71,0,0,68,60,65,67,47
2015,5,18,Mon,4.7,0,0,60,67,65.2,78,79
2015,5,19,Tues,6.71,0,0,67,78,65.4,71,49
2015,5,20,Wed,5.82,0,0,78,71,65.6,74,67
2015,5,21,Thurs,4.03,0,0,71,74,65.7,78,63
2015,5,22,Fri,4.7,0,0,74,78,65.9,62,50
2015,5,23,Sat,8.28,0,0,78,62,66.1,61,62
2015,5,24,Sun,5.82,0,0,62,61,66.2,64,69
2015,5,25,Mon,6.04,0,0,61,64,66.4,60,51
2015,5,26,Tues,6.04,0,0,64,60,66.5,71,79
2015,5,27,Wed,4.7,0,0,60,71,66.7,76,71
2015,5,28,Thurs,4.03,0,0,71,76,66.8,82,52
2015,5,29,Fri,4.7,0,0,76,82,67,79,83
2015,5,30,Sat,5.59,0,0,82,79,67.1,73,59
2015,5,31,Sun,5.59,0,0,79,73,67.3,77,80
2015,6,1,Mon,4.92,0,0,73,77,67.4,61,66
2015,6,2,Tues,7.61,0.18,0,77,61,67.6,64,54
2015,6,3,Wed,11.18,0.02,0,61,64,67.7,68,86
2015,6,4,Thurs,6.71,0,0,64,68,67.9,73,54
2015,6,5,Fri,8.72,0,0,68,73,68,80,54
2015,6,6,Sat,9.62,0,0,73,80,68.2,85,74
2015,6,7,Sun,5.82,0,0,80,85,68.3,88,50
2015,6,8,Mon,7.16,0,0,85,88,68.5,87,56
2015,6,9,Tues,7.83,0,0,88,87,68.6,84,79
2015,6,10,Wed,6.04,0,0,87,84,68.8,78,58
2015,6,11,Thurs,6.71,0,0,84,78,69,76,62
2015,6,12,Fri,7.83,0,0,78,76,69.1,68,88
2015,6,13,Sat,5.14,0,0,76,68,69.3,75,55
2015,6,14,Sun,5.82,0,0,68,75,69.5,82,72
2015,6,15,Mon,8.28,0,0,75,82,69.7,86,51
2015,6,16,Tues,7.83,0,0,82,86,69.8,73,56
2015,6,17,Wed,6.71,0,0,86,73,70,77,71
2015,6,18,Thurs,6.93,0,0,73,77,70.2,76,73
2015,6,19,Fri,6.71,0,0,77,76,70.4,75,76
2015,6,20,Sat,7.16,0.02,0,76,75,70.6,77,79
2015,6,21,Sun,9.62,0,0,75,77,70.8,78,51
2015,6,22,Mon,7.61,0,0,77,78,71,77,71
2015,6,23,Tues,5.37,0,0,78,77,71.3,79,78
2015,6,24,Wed,5.37,0,0,77,79,71.5,78,58
2015,6,25,Thurs,5.82,0,0,79,78,71.7,87,79
2015,6,26,Fri,6.71,0,0,78,87,71.9,89,64
2015,6,27,Sat,10.51,0,0,87,89,72.2,92,71
2015,6,28,Sun,8.72,0,0,89,92,72.4,83,72
2015,6,29,Mon,4.7,0.01,0,92,83,72.6,84,83
2015,6,30,Tues,6.04,0,0,83,84,72.8,87,90
2015,7,1,Wed,7.61,0,0,84,87,73.1,90,72
2015,7,2,Thurs,9.62,0,0,87,90,73.3,93,77
2015,7,3,Fri,7.61,0,0,90,93,73.5,92,77
2015,7,4,Sat,5.82,0,0,93,92,73.8,92,58
2015,7,5,Sun,6.49,0,0,92,92,74,91,73
2015,7,6,Mon,4.7,0,0,92,91,74.2,85,94
2015,7,7,Tues,7.16,0,0,91,85,74.4,81,64
2015,7,8,Wed,5.37,0,0,85,81,74.6,86,90
2015,7,9,Thurs,4.25,0,0,81,86,74.9,84,93
2015,7,10,Fri,7.61,0,0,86,84,75.1,70,91
2015,7,11,Sat,8.28,0,0,84,70,75.3,72,95
2015,7,12,Sun,6.71,0,0,70,72,75.4,79,59
2015,7,13,Mon,4.92,0,0,72,79,75.6,78,65
2015,7,14,Tues,6.93,0,0,79,78,75.8,82,81
2015,7,15,Wed,7.38,0,0,78,82,76,79,90
2015,7,16,Thurs,7.16,0,0,82,79,76.1,79,58
2015,7,17,Fri,6.26,0,0,79,79,76.3,82,65
2015,7,18,Sat,7.38,0,0,79,82,76.4,92,63
2015,7,19,Sun,7.61,0,0,82,92,76.6,95,88
2015,7,20,Mon,7.38,0,0,92,95,76.7,80,84
2015,7,21,Tues,8.72,0,0,95,80,76.8,75,90
2015,7,22,Wed,5.37,0,0,80,75,76.9,75,74
2015,7,23,Thurs,6.26,0,0,75,75,77,79,64
2015,7,24,Fri,4.25,0,0,75,79,77.1,73,65
2015,7,25,Sat,8.5,0.01,0,79,73,77.1,70,80
2015,7,26,Sun,5.37,0,0,73,70,77.2,72,85
2015,7,27,Mon,5.82,0.08,0,70,72,77.3,74,92
2015,7,28,Tues,4.25,0,0,72,74,77.3,82,71
2015,7,29,Wed,7.61,0,0,74,82,77.3,90,90
2015,7,30,Thurs,8.5,0,0,82,90,77.3,94,71
2015,7,31,Fri,7.83,0,0,90,94,77.4,94,69
2015,8,1,Sat,5.82,0,0,94,94,77.4,92,64
2015,8,2,Sun,6.93,0,0,94,92,77.4,87,65
2015,8,3,Mon,4.47,0,0,92,87,77.3,83,67
2015,8,4,Tues,5.14,0,0,87,83,77.3,79,72
2015,8,5,Wed,5.82,0,0,83,79,77.3,74,97
2015,8,6,Thurs,7.83,0,0,79,74,77.2,77,68
2015,8,7,Fri,6.49,0,0,74,77,77.2,83,85
2015,8,8,Sat,8.28,0,0,77,83,77.1,77,69
2015,8,9,Sun,8.05,0,0,83,77,77.1,83,80
2015,8,10,Mon,4.92,0,0,77,83,77,84,88
2015,8,11,Tues,5.37,0,0,83,84,76.9,86,66
2015,8,12,Wed,9.84,0,0,84,86,76.9,83,60
2015,8,13,Thurs,6.04,0.3,0,86,83,76.8,83,67
2015,8,14,Fri,4.92,0,0,83,83,76.7,65,65
2015,8,15,Sat,11.63,1.2,0,83,65,76.6,71,78
2015,8,16,Sun,8.28,0,0,65,71,76.5,77,69
2015,8,17,Mon,8.28,0,0,71,77,76.4,81,91
2015,8,18,Tues,6.71,0,0,77,81,76.3,86,90
2015,8,19,Wed,6.71,0,0,81,86,76.2,89,60
2015,8,20,Thurs,4.7,0,0,86,89,76.1,73,57
2015,8,21,Fri,9.4,0.08,0,89,73,75.9,72,74
2015,8,22,Sat,5.82,0,0,73,72,75.8,80,67
2015,8,23,Sun,5.59,0,0,72,80,75.7,82,77
2015,8,24,Mon,4.03,0,0,80,82,75.5,75,72
2015,8,25,Tues,5.14,0,0,82,75,75.4,78,72
2015,8,26,Wed,7.61,0,0,75,78,75.3,83,59
2015,8,27,Thurs,3.8,0,0,78,83,75.1,85,73
2015,8,28,Fri,4.7,0,0,83,85,75,74,58
2015,8,29,Sat,5.82,0.02,0,85,74,74.8,72,60
2015,8,30,Sun,12.97,1.28,0,74,72,74.6,68,93
2015,8,31,Mon,10.51,0.4,0,72,68,74.4,66,80
2015,9,1,Tues,12.97,0,0,68,66,74.3,67,92
2015,9,2,Wed,11.18,0.23,0,66,67,74.1,67,91
2015,9,3,Thurs,8.5,0,0,67,67,73.9,65,86
2015,9,4,Fri,6.49,0,0,67,65,73.7,65,89
2015,9,5,Sat,6.49,0,0,65,65,73.5,69,61
2015,9,6,Sun,7.83,0.01,0,65,69,73.3,61,59
2015,9,7,Mon,5.37,0.21,0,69,61,73,70,62
2015,9,8,Tues,3.36,0.01,0,61,70,72.8,73,60
2015,9,9,Wed,5.37,0,0,70,73,72.6,76,58
2015,9,10,Thurs,7.38,0,0,73,76,72.3,77,71
2015,9,11,Fri,8.05,0,0,76,77,72.1,81,64
2015,9,12,Sat,6.93,0,0,77,81,71.8,80,54
2015,9,13,Sun,4.7,0,0,81,80,71.5,69,91
2015,9,14,Mon,6.71,0.02,0,80,69,71.2,62,84
2015,9,15,Tues,7.61,0,0,69,62,71,64,53
2015,9,16,Wed,6.26,0,0,62,64,70.7,68,85
2015,9,17,Thurs,4.25,0.04,0,64,68,70.3,65,78
2015,9,18,Fri,8.5,0.07,0,68,65,70,67,52
2015,9,19,Sat,5.82,0,0,65,67,69.7,70,75
2015,9,20,Sun,9.62,0,0,67,70,69.4,73,56
2015,9,21,Mon,15.21,0.16,0,70,73,69,65,64
2015,9,22,Tues,6.04,0,0,73,65,68.7,66,70
2015,9,23,Wed,4.47,0,0,65,66,68.3,69,68
2015,9,24,Thurs,4.03,0,0,66,69,68,72,49
2015,9,25,Fri,5.59,0,0,69,72,67.6,60,64
2015,9,26,Sat,5.82,0.08,0,72,60,67.2,65,64
2015,9,27,Sun,6.04,0,0,60,65,66.8,64,80
2015,9,28,Mon,8.5,0,0,65,64,66.5,70,60
2015,9,29,Tues,11.41,0,0,64,70,66.1,71,81
2015,9,30,Wed,4.25,0,0,70,71,65.7,65,71
2015,10,1,Thurs,2.91,0,0,71,65,65.3,70,83
2015,10,2,Fri,2.91,0,0,65,70,64.9,60,57
2015,10,3,Sat,6.49,0,0,70,60,64.5,67,46
2015,10,4,Sun,10.74,0,0,60,67,64.1,73,71
2015,10,5,Mon,8.28,0,0,67,73,63.7,74,72
2015,10,6,Tues,3.58,0,0,73,74,63.3,65,66
2015,10,7,Wed,5.82,0,0,74,65,62.9,61,73
2015,10,8,Thurs,4.92,0.39,0,65,61,62.5,66,81
2015,10,9,Fri,2.46,0,0,61,66,62.1,67,66
2015,10,10,Sat,5.82,0.01,0,66,67,61.8,70,69
2015,10,11,Sun,10.51,1.13,0,67,70,61.4,64,53
2015,10,12,Mon,5.82,0,0,70,64,61,65,55
2015,10,13,Tues,6.26,0.18,0,64,65,60.6,62,46
2015,10,14,Wed,7.16,0.05,0,65,62,60.2,59,69
2015,10,15,Thurs,11.18,0,0,62,59,59.9,70,53
2015,10,16,Fri,7.61,0,0,59,70,59.5,68,49
2015,10,17,Sat,2.91,0,0,70,68,59.1,67,60
2015,10,18,Sun,2.91,0.01,0,68,67,58.8,59,41
2015,10,19,Mon,4.47,0.15,0,67,59,58.4,63,51
